1758514471 1 0 0 0
1758515392 2 0 0 0
1758518083 3 0 0 0
1758518299 4 0 0 0
1758552681 5 0 0 0
1758558841 6 0 0 0
1758672332 7 0 0 0
1758795043 8 0 0 0
1758795100 9 0 0 0
1758795315 10 0 0 0
1758798341 11 0 0 0
1758798658 12 0 0 0
1758799032 13 0 0 0
1758800634 14 0 0 0
1758800668 15 0 0 0
1758802143 16 0 0 0
1758802286 17 0 0 0
1758802350 18 0 0 0
1758802648 19 0 0 0
1758802739 20 0 0 0
1758802772 21 0 0 0
1758802823 22 0 0 0
1758802961 23 0 0 0
1758804417 24 0 0 0
1758804561 25 0 0 0
1758804649 26 0 0 0
1758804897 27 0 0 0
1758805136 28 0 0 0
1758805246 29 0 0 0
1758805314 30 0 0 0
1758805460 31 0 0 0
1758805535 32 0 0 0
1758805805 33 0 0 0
1758858703 34 0 0 0
1758902229 34 1 0 0
1758960931 34 2 0 0
1759072864 35 2 0 0
1759077157 35 3 0 0
1759114513 36 3 0 0
1759227076 37 3 0 0
1759232216 38 3 0 0
1759232241 39 3 0 0
1759233757 40 3 0 0
1759234724 41 3 0 0
1759237715 42 3 0 0
1759238070 43 3 0 0
1759238341 44 3 0 0
1759238472 45 3 0 0
1759238675 46 3 0 0
1759241126 47 3 0 0
1759241321 48 3 0 0
1759241908 49 3 0 0
1759287290 50 3 0 0
1759334202 50 4 0 0
1759336456 51 4 0 0
1759369777 52 4 0 0
1759369905 53 4 0 0
1759370170 54 4 0 0
1759370271 55 4 0 0
1759371391 56 4 0 0
1759371422 57 4 0 0
1759371686 58 4 0 0
1759373057 59 4 0 0
1759373153 60 4 0 0
1759389912 61 4 0 0
1759390189 62 4 0 0
1759390349 63 4 0 0
1759587588 63 4 1 0
1759594469 63 4 1 1
1759720643 63 4 2 1
1759730208 64 4 2 1
1759798260 65 4 2 1
1759799673 66 4 2 1
1759803897 67 4 2 1
1759828816 68 4 2 1
1759837506 69 4 2 1
1759847176 70 4 2 1
1759853819 71 4 2 1
1759854014 72 4 2 1
1759898344 73 4 2 1
1759932386 74 4 2 1
1760194882 74 5 2 1
1760197183 75 5 2 1
1760235667 76 5 2 1
1760266718 77 5 2 1
1760267179 78 5 2 1
1760274393 79 5 2 1
1760275875 80 5 2 1
1760278826 81 5 2 1
1760278944 82 5 2 1
1760348330 83 5 2 1
1760348734 83 6 2 1
1760354635 84 6 2 1
1760354728 85 6 2 1
1760457828 86 6 2 1
1760496698 87 6 2 1
1760496764 88 6 2 1
1760497457 89 6 2 1
1760497514 90 6 2 1
1760497556 91 6 2 1
1760497599 92 6 2 1
1760582553 93 6 2 1
1760582607 94 6 2 1
1760586978 95 6 2 1
1760587012 96 6 2 1
1760587041 97 6 2 1
1760587110 98 6 2 1
1760609095 99 6 2 1
1760609129 100 6 2 1
1760609198 101 6 2 1
1760609220 102 6 2 1
1760609241 103 6 2 1
1760609280 104 6 2 1
1760609367 105 6 2 1
1760611247 106 6 2 1
1760611353 107 6 2 1
1760611385 108 6 2 1
1760611396 109 6 2 1
1760611424 110 6 2 1
1760611458 111 6 2 1
1760611505 112 6 2 1
1760611524 113 6 2 1
1760614082 114 6 2 1
1760614114 115 6 2 1
1760614213 116 6 2 1
1760619782 117 6 2 1
1760619970 118 6 2 1
1760622304 118 6 2 2
1760624376 119 6 2 2
1760624410 120 6 2 2
1760625760 121 6 2 2
1760627858 121 6 3 2
1760676540 121 6 4 2
1760678831 121 6 5 2
1760753202 122 6 5 2
1760753262 123 6 5 2
1760753282 124 6 5 2
1760753301 125 6 5 2
1760755176 126 6 5 2
1760755264 126 6 6 2
1760756046 127 6 6 2
1760762466 128 6 6 2
1760778333 129 6 6 2
1760780193 130 6 6 2
1760782392 131 6 6 2
1760805916 132 6 6 2
1760951801 133 6 6 2
1760962324 134 6 6 2
1760963006 135 6 6 2
1761027934 136 6 6 2
1761027943 137 6 6 2
1761027995 138 6 6 2
1761031724 139 6 6 2
1761032503 140 6 6 2
1761032613 141 6 6 2
1761032903 142 6 6 2
1761056249 143 6 6 2
1761056668 144 6 6 2
1761058171 145 6 6 2
1761106540 145 6 7 2
1761112441 146 6 7 2
1761121821 147 6 7 2
1761126400 148 6 7 2
1761126485 149 6 7 2
1761127489 150 6 7 2
1761128314 150 6 8 2
1761141390 151 6 8 2
1761143969 152 6 8 2
1761144395 153 6 8 2
1761145414 153 6 9 2
1761147622 153 6 10 2
1761179931 154 6 10 2
1761184238 155 6 10 2
1761190201 156 6 10 2
1761190641 157 6 10 2
1761201253 158 6 10 2
1761202658 159 6 10 2
1761204291 160 6 10 2
1761204760 161 6 10 2
1761205553 162 6 10 2
1761206278 163 6 10 2
1761206573 164 6 10 2
1761325649 165 6 10 2
1761325831 166 6 10 2
1761327839 167 6 10 2
1761328357 168 6 10 2
1761328632 169 6 10 2
1761329169 170 6 10 2
1761445921 171 6 10 2
1761556754 172 6 10 2
1761660589 173 6 10 2
1762013204 173 6 10 3
1762019090 173 6 10 4
1762152282 173 7 10 4
1762160126 173 8 10 4
1762164174 173 9 10 4
1762180799 173 10 10 4
1762186825 173 11 10 4
1762237643 174 11 10 4
